Name	Source	function
Sobic.001G439600	defLine	similar to OsS5a
Sobic.001G439800	defLine	similar to Os03g0242900 protein
Sobic.001G439900	defLine	similar to Expressed protein
Sobic.001G440000	defLine	similar to GTP-binding protein, putative, expressed
Sobic.001G440100	defLine	similar to Os03g0242100 protein
Sobic.001G440500	defLine	similar to Protein kinase family protein, putative, expressed
Sobic.001G440600	defLine	similar to Stress inducible protein coi6.1
Sobic.001G440700	defLine	similar to Chromosome chr11 scaffold_13, whole genome shotgun sequence
Sobic.001G440900	defLine	similar to Small nuclear ribonucleoprotein Sm D3, putative, expressed
Sobic.001G441000	defLine	similar to Expressed protein
Sobic.001G441100	defLine	similar to U-box domain containing protein, expressed
Sobic.001G441200	defLine	similar to Toc34-2 protein
Sobic.001G441300	defLine	similar to Os03g0240400 protein
Sobic.001G441400	defLine	similar to Transcription factor HBP-1a, putative, expressed
Sobic.001G441600	defLine	similar to Tropomyosin, putative, expressed
Sobic.001G441800	defLine	similar to Hydroxyproline-rich glycoprotein family protein, putative, expressed
Sobic.001G442200	defLine	similar to Purple acid phosphatase 1, putative, expressed
Sobic.001G442300	defLine	similar to Purple acid phosphatase 1, putative, expressed
Sobic.001G442500	defLine	similar to Type I inositol-1,4,5-trisphosphate 5-phosphatase CVP2, putative, expressed
Sobic.001G442600	defLine	similar to Putative uncharacterized protein
Sobic.001G442800	defLine	similar to Microtubule associated protein family protein, putative, expressed
Sobic.001G442900	defLine	similar to Expressed protein
Sobic.001G443100	defLine	similar to Deoxymugineic acid synthase1
Sobic.001G443200	defLine	similar to Endomembrane protein 70 containing protein, expressed
Sobic.001G443300	defLine	similar to TPR Domain containing protein, expressed
Sobic.001G443500	defLine	similar to Putative uncharacterized protein
Sobic.001G443600	defLine	weakly similar to Putative uncharacterized protein
Sobic.001G443800	defLine	similar to Glutamate decarboxylase
Sobic.001G443900	defLine	similar to Peptide transporter PTR2, putative, expressed
Sobic.001G444100	defLine	similar to Peptide transporter PTR2, putative, expressed
Sobic.001G444200	defLine	similar to Pentatricopeptide, putative, expressed
Sobic.001G444300	defLine	similar to Pg4
Sobic.001G444400	defLine	similar to Peroxidase
Sobic.001G444500	defLine	similar to Class III peroxidase 39 precursor
Sobic.001G444600	defLine	similar to Transposon protein, putative, unclassified, expressed
Sobic.001G444700	defLine	similar to Putative uncharacterized protein
Sobic.001G444800	defLine	similar to Ubiquitin-60S ribosomal L40 fusion protein
Sobic.001G444900	defLine	similar to Putative uncharacterized protein OSJNBa0081P02.20
Sobic.001G445000	defLine	similar to Os03g0226400 protein
Sobic.001G445100	defLine	similar to Putative uncharacterized protein
Sobic.001G445200	defLine	similar to Putative uncharacterized protein
Sobic.001G445400	defLine	similar to Putative uncharacterized protein OSJNBa0071K19.13
Sobic.001G445500	defLine	similar to Coatomer subunit gamma-1
Sobic.001G445600	defLine	similar to 5'-3' exonuclease, N-terminal resolvase-like domain containing protein, expressed
Sobic.001G445700	defLine	similar to Glucan endo-1,3-beta-glucosidase 7, putative, expressed
Sobic.001G445800	defLine	similar to Expressed protein
Sobic.001G445900	defLine	similar to Cytochrome P450
Sobic.001G446000	defLine	similar to Putative uncharacterized protein
Sobic.001G446100	defLine	similar to Expressed protein
Sobic.001G446200	defLine	similar to Clathrin adaptor complex small chain family protein, expressed
Sobic.001G446300	defLine	similar to Expressed protein
Sobic.001G446400	defLine	similar to Receptor protein kinase CLAVATA1, putative, expressed
Sobic.001G446800	defLine	similar to Putative membrane protein
Sobic.001G447000	defLine	similar to Maf family protein, putative, expressed
Sobic.001G447100	defLine	similar to Poly polymerase catalytic domain containing protein, expressed
Sobic.001G447200	defLine	similar to Inositol 1,3,4-trisphosphate 5/6-kinase
Sobic.001G447300	defLine	similar to RNase L inhibitor-like protein
Sobic.001G447400	defLine	weakly similar to Homeobox-leucine zipper protein HAT22
Sobic.001G447600	defLine	similar to Os03g0231800 protein
Sobic.001G447700	defLine	similar to Expressed protein
Sobic.001G447800	defLine	similar to Helix-loop-helix DNA-binding domain containing protein, expressed
Sobic.001G447900	defLine	similar to Helix-loop-helix DNA-binding domain containing protein, expressed
Sobic.001G448000	defLine	similar to ANT, putative, expressed
Sobic.001G448100	defLine	similar to DNA-directed RNA polymerase
Sobic.001G448200	defLine	similar to Putative uncharacterized protein
Sobic.001G448300	defLine	similar to Putative phytosulfokine peptide precursor
Sobic.001G448400	defLine	similar to CMV 1a interacting protein 1, putative, expressed
Sobic.001G448600	defLine	similar to GTP-binding protein, putative, expressed
Sobic.001G448700	defLine	similar to Putative uncharacterized protein
Sobic.001G448800	defLine	similar to Os03g0232800 protein
Sobic.001G448900	defLine	weakly similar to Putative uncharacterized protein P0022B05.123
Sobic.001G449000	defLine	similar to Haemolysin-III related family protein, expressed
Sobic.001G449100	defLine	similar to Putative uncharacterized protein
Sobic.001G449200	defLine	similar to Putative uncharacterized protein
Sobic.001G449300	defLine	similar to Putative uncharacterized protein
Sobic.001G449400	defLine	similar to IBR domain containing protein, expressed
Sobic.001G449500	defLine	similar to Ternary complex factor MIP1, putative, expressed
Sobic.001G449600	defLine	similar to Non-symbiotic hemoglobin
Sobic.001G449700	defLine	similar to Allene oxide synthase
Sobic.001G449800	defLine	similar to Putative uncharacterized protein
Sobic.001G449900	defLine	similar to Putative uncharacterized protein
Sobic.001G450000	defLine	similar to Nup133 nucleoporin family protein, expressed
Sobic.001G450100	defLine	similar to Cytochrome P450 family protein, expressed
Sobic.001G450400	defLine	similar to Cyclin-SDS-like
Sobic.001G450500	defLine	similar to Putative uncharacterized protein
Sobic.001G450600	defLine	similar to OsTATC protein
Sobic.001G450700	defLine	similar to HSF-type DNA-binding domain containing protein, expressed
Sobic.001G450800	defLine	similar to Os03g0224300 protein
Sobic.001G450900	defLine	similar to Transporter-like protein
Sobic.001G451000	defLine	similar to Response regulator 10
Sobic.001G451100	defLine	similar to UDP-3-0-acyl N-acetylglucosamine deacetylase family protein, expressed
Sobic.001G451200	defLine	similar to Putative uncharacterized protein
Sobic.001G451300	defLine	similar to Putative Nuclear pore complex protein Nup155
Sobic.001G451400	defLine	similar to HEAT repeat family protein, expressed
Sobic.001G451500	defLine	similar to Glutamine synthetase root isozyme 1
Sobic.001G451600	defLine	similar to Cytochrome P450 family protein, expressed
Sobic.001G451700	defLine	similar to Cytochrome P450 family protein, expressed
Sobic.001G451800	defLine	similar to Os03g0223000 protein
Sobic.001G451901	defLine	similar to Putative DNAJ protein
Sobic.001G452200	defLine	similar to Os03g0222600 protein
Sobic.001G452300	defLine	similar to Putative uncharacterized protein
Sobic.001G452500	defLine	similar to MA3 domain-containing protein, putative, expressed
Sobic.001G452600	defLine	similar to Leucine Rich Repeat family protein, expressed
Sobic.001G452900	defLine	similar to Putative uncharacterized protein
Sobic.001G453100	defLine	similar to Homocysteine S-methyltransferase 1
Sobic.001G453200	defLine	similar to Very-long-chain fatty acid condensing enzyme, putative, expressed
Sobic.001G453300	defLine	similar to 50S ribosomal protein L15, chloroplast, putative, expressed
Sobic.001G453400	defLine	similar to CCAAT-box-binding transcription factor-like protein
Sobic.001G453500	defLine	similar to Expressed protein
Sobic.001G453600	defLine	similar to Glycosyl hydrolase family 20, catalytic domain containing protein, expressed
Sobic.001G453700	defLine	similar to Tubulin alpha-1 chain
Sobic.001G453800	defLine	similar to Superoxide dismutase [Cu-Zn]
Sobic.001G453900	defLine	similar to Chromosome chr5 scaffold_2, whole genome shotgun sequence
Sobic.001G454000	defLine	similar to DnaK protein, expressed
Sobic.001G454100	defLine	similar to Sugar carrier protein C, putative, expressed
Sobic.001G454500	defLine	similar to Expressed protein
Sobic.001G454700	defLine	similar to Putative uncharacterized protein
Sobic.001G454800	defLine	similar to Polygalacturonase, putative, expressed
Sobic.001G454900	defLine	similar to Os03g0216700 protein
Sobic.001G455000	defLine	similar to Os03g0216600 protein
Sobic.001G455100	defLine	similar to Expressed protein
Sobic.001G455200	defLine	weakly similar to Expressed protein
Sobic.001G455300	defLine	similar to Zinc finger family protein, putative, expressed
Sobic.001G455500	defLine	similar to Os03g0215900 protein
Sobic.001G455600	defLine	similar to Cysteine synthase
Sobic.001G455700	defLine	similar to Expressed protein
Sobic.001G455800	defLine	similar to Probable methionyl-tRNA synthetase
Sobic.001G455900	defLine	similar to Leafy hull sterile 1
Sobic.001G456000	defLine	similar to Protein DROOPING LEAF
Sobic.001G456100	defLine	similar to Os02g0154600 protein
Sobic.001G456300	defLine	similar to Digalactosyldiacylglycerol synthase 2, putative, expressed
Sobic.001G456400	defLine	similar to Expressed protein
Sobic.001G456500	defLine	similar to Replication protein A1
Sobic.001G456650	defLine	similar to Os12g0240900 protein
Sobic.001G456800	defLine	similar to Diphosphonucleotide phosphatase 1, putative, expressed
Sobic.001G456900	defLine	similar to Protein RIK
Sobic.001G457000	defLine	similar to Chromosome chr17 scaffold_12, whole genome shotgun sequence
Sobic.001G457200	defLine	similar to Mitochondrial carrier protein, expressed
Sobic.001G457300	defLine	similar to Expressed protein
Sobic.001G457400	defLine	Predicted protein
Sobic.001G457700	defLine	Predicted protein
Sobic.001G457800	defLine	similar to Putative uncharacterized protein
Sobic.001G457900	defLine	similar to Expressed protein
Sobic.001G458000	defLine	similar to Putative uncharacterized protein
Sobic.001G458100	defLine	similar to Putative DNA cytosine methyltransferase Zmet3
Sobic.001G458200	defLine	similar to Sec61p
Sobic.001G458400	defLine	similar to Beta-glucosidase
Sobic.001G458700	defLine	similar to Putative uncharacterized protein
Sobic.001G458800	defLine	similar to Mitochondrial processing peptidase beta subunit, mitochondrial, putative, expressed
Sobic.001G458900	defLine	similar to Putative uncharacterized protein
Sobic.001G459000	defLine	weakly similar to Putative uncharacterized protein
Sobic.001G459100	defLine	similar to SNARE domain containing protein, expressed
Sobic.001G459200	defLine	Predicted protein
Sobic.001G459400	defLine	weakly similar to B3 DNA binding domain containing protein, expressed
Sobic.001G459500	defLine	similar to Leucine Rich Repeat family protein, expressed
Sobic.001G459600	defLine	weakly similar to Putative uncharacterized protein
Sobic.001G459700	defLine	similar to Flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed
Sobic.001G459800	defLine	similar to UDP-glucose 6-dehydrogenase
Sobic.001G459900	defLine	similar to Leucine-rich repeat resistance protein, putative, expressed
Sobic.001G460100	defLine	similar to Heparanase-like protein 2, putative, expressed
Sobic.001G460200	defLine	similar to Expressed protein
Sobic.001G460400	defLine	weakly similar to Expressed protein
Sobic.001G460500	defLine	similar to Putative uncharacterized protein
Sobic.001G460600	defLine	similar to RING zinc finger protein, putative, expressed
Sobic.001G460800	defLine	similar to Nucleotidyltransferase domain containing protein, expressed
Sobic.001G461000	defLine	similar to Expressed protein
Sobic.001G461200	defLine	similar to Cp protein, putative
Sobic.001G461400	defLine	similar to Pre-mRNA processing protein prp39, putative, expressed
Sobic.001G461500	defLine	similar to Expressed protein
Sobic.001G461700	defLine	similar to Methionyl-tRNA synthetase, putative, expressed
Sobic.001G461800	defLine	similar to Zinc finger family protein, putative, expressed
Sobic.001G461900	defLine	similar to Got1-like family protein, expressed
Sobic.001G462100	defLine	similar to MFP1 attachment factor 1
Sobic.001G462200	defLine	similar to ADP-glucose pyrophosphorylase family protein, putative, expressed
Sobic.001G462300	defLine	similar to Cyclin A-like protein
Sobic.001G462500	defLine	similar to Integral membrane protein
Sobic.001G462600	defLine	similar to Putative uncharacterized protein
Sobic.001G462700	defLine	similar to Putative uncharacterized protein
Sobic.001G462800	defLine	similar to Putative uncharacterized protein OSJNBa0014O06.9
Sobic.001G462900	defLine	similar to Putative uncharacterized protein
Sobic.001G463000	defLine	similar to Expressed protein
Sobic.001G463100	defLine	similar to Zinc finger, C3HC4 type family protein, expressed
Sobic.001G463200	defLine	similar to Putative uncharacterized protein OSJNBa0014O06.3
Sobic.001G463301	defLine	similar to Integral membrane protein, putative, expressed
Sobic.001G463400	defLine	similar to Putative uncharacterized protein
Sobic.001G463800	defLine	similar to Expressed protein
Sobic.001G463900	defLine	similar to Acetyltransferase, GNAT family protein, expressed
Sobic.001G464000	defLine	similar to Transposon protein, putative, Mutator sub-class, expressed
Sobic.001G464100	defLine	similar to Os03g0205500 protein
